0
0
0
0
0
132
130
128
128
128
117
114
111
106
106
97
94
94
94
93
91
90
87
88
87
75
72
71
70
69
67
65
61
56
56
40
40
39
37
35
26
26
26
24
23
19
17
12
12
12
12
11
11
10
10
9
6
8
7
6
8
9
9
9
11
14
21
266
